Código,destino,origem,distancia,peso
505,SP,SP,160,0.05
597,SP,SP,11,0.05
2704,AL,SP,2384,0.054
2898,AL,SP,2384,0.054
3092,AL,SP,2384,0.054
3230,AL,SP,2384,0.054
2165,SP,MG,590,0.06
2199,CE,MG,2312,0.06
311,SP,DF,1009,0.064
1765,SP,MG,580,0.07
1752,SP,MG,580,0.07
1245,SP,MG,580,0.07
1622,SP,RJ,506,0.07
1316,SP,RJ,412,0.07
2682,SP,PE,2617,0.07
2876,SP,PE,2617,0.07
3070,SP,PE,2617,0.07
3208,SP,PE,2617,0.07
1234,SP,MT,1933,0.07
2428,SP,MT,1318,0.071
1915,SP,MT,1318,0.071
304,SP,MG,727,0.085
2031,RS,RS,105,0.085
553,SP,SP,426,0.094
487,SP,SP,426,0.094
2581,GO,MG,738,0.1
2775,GO,MG,738,0.1
2969,GO,MG,738,0.1
915,SC,SP,691,0.1
884,SC,SP,691,0.1
802,SC,SP,691,0.1
720,SC,SP,691,0.1
184,SC,SP,691,0.1
2044,PR,SP,531,0.1
575,RJ,MG,396,0.1
180,SP,SP,39,0.1
2258,SP,SP,10,0.1
2032,SP,SP,9,0.1
2009,SP,DF,1002,0.1
1625,ES,BA,340,0.12
306,SP,GO,904,0.123
1279,SP,SP,169,0.123
1436,SP,RS,1123,0.13
1321,SP,RS,1123,0.13
1195,SP,RS,1123,0.13
1197,SP,RN,2839,0.14
2005,SP,RJ,731,0.15
2006,SP,RJ,731,0.15
167,SP,CE,3014,0.15
1572,SP,PR,1065,0.15
2042,SP,MG,1010,0.16
1947,SP,RJ,415,0.17
1819,SP,MA,2949,0.17
554,SP,RJ,270,0.175
486,SP,RJ,270,0.175
2164,SP,RS,1368,0.18
818,SP,PE,2177,0.185
736,SP,PE,2177,0.185
654,SP,PE,2177,0.185
1933,SP,SC,687,0.2
1565,SC,SP,613,0.2
1838,PR,SP,461,0.2
1701,SP,SP,97,0.2
542,SP,SP,89,0.2
321,SP,SP,89,0.2
578,RS,PE,3703,0.2
1438,SP,AL,2383,0.2
1323,SP,AL,2383,0.2
1196,SP,AL,2383,0.2
2289,PE,RJ,2301,0.2
537,SP,BA,1936,0.2
2175,SP,SP,530,0.21
2435,SP,RS,1011,0.22
217,MG,SP,670,0.25
197,MG,SP,670,0.25
817,SP,RJ,508,0.25
735,SP,RJ,508,0.25
653,SP,RJ,508,0.25
199,MT,SP,1936,0.25
2141,SP,MG,449,0.27
2640,SP,SP,142,0.285
2834,SP,SP,142,0.285
3028,SP,SP,142,0.285
3166,SP,SP,142,0.285
2177,GO,SP,859,0.3
1861,SP,SP,405,0.3
207,SP,MG,285,0.3
1573,SP,SP,137,0.3
1660,BA,PR,2166,0.3
914,MG,AL,1801,0.3
883,MG,AL,1801,0.3
801,MG,AL,1801,0.3
719,MG,AL,1801,0.3
183,MG,AL,1801,0.3
2024,RS,SP,1114,0.3
1999,RS,SP,1114,0.3
1977,RS,SP,1114,0.3
2274,SP,ES,710,0.31
2168,SP,MG,572,0.32
2159,SP,MG,837,0.335
1268,PA,PR,2862,0.35
2321,RS,SP,1153,0.35
1772,MG,SP,1161,0.375
1480,MG,SP,1161,0.375
2526,SC,SP,614,0.39
2572,SP,PA,2820,0.39
1951,SP,PA,2820,0.39
2582,SP,MA,2687,0.39
2776,SP,MA,2687,0.39
2970,SP,MA,2687,0.39
1936,SP,MA,2687,0.39
2204,SP,PA,2192,0.39
2171,SP,BA,2075,0.39
2163,SP,MG,293,0.395
1703,SP,MG,598,0.4
1903,MG,MG,500,0.4
1479,DF,MG,232,0.4
1430,DF,MG,232,0.4
1358,DF,MG,232,0.4
176,SP,SP,34,0.4
1707,SP,SP,28,0.4
293,SP,SP,5,0.4
1788,DF,SP,1010,0.4
1685,SP,MS,1160,0.42
1639,SP,MS,1160,0.42
1290,SP,MS,1160,0.42
1263,SP,MS,1160,0.42
621,SP,SP,338,0.45
2547,SP,MG,103,0.46
2561,SP,PA,2627,0.46
1968,SP,PA,2627,0.46
2194,SP,TO,1737,0.46
2568,SP,PA,2773,0.48
1957,SP,PA,2773,0.48
2603,SP,MG,592,0.5
2797,SP,MG,592,0.5
2991,SP,MG,592,0.5
2263,SP,MG,584,0.5
558,SP,MG,470,0.5
1831,SP,SP,148,0.5
623,SP,SP,81,0.5
2620,SP,SP,24,0.5
2814,SP,SP,24,0.5
3008,SP,SP,24,0.5
1938,SP,SP,18,0.5
2180,SP,SP,283,0.51
2179,SP,SP,243,0.51
2068,SP,RS,1460,0.51
2192,SP,RO,2979,0.52
2573,SP,PA,2802,0.52
1949,SP,PA,2802,0.52
2564,SP,PA,2192,0.535
1959,SP,PA,2192,0.535
255,SP,SC,691,0.55
2249,RJ,SP,292,0.56
1675,SP,BA,1924,0.56
1445,SP,BA,1924,0.56
1401,SP,BA,1924,0.56
1330,SP,BA,1924,0.56
1992,SP,MG,562,0.6
1964,SP,MG,562,0.6
2027,SP,MG,545,0.6
2588,SP,SP,343,0.6
2782,SP,SP,343,0.6
2976,SP,SP,343,0.6
1930,SP,SP,343,0.6
1886,SP,BA,1522,0.6
1252,SP,BA,1522,0.6
552,SP,MG,580,0.62
485,SP,MG,580,0.62
2191,SP,RO,2781,0.62
2188,SP,PA,2432,0.64
2047,SP,MG,634,0.648
223,SP,PR,601,0.66
546,SP,GO,926,0.7
327,SP,GO,926,0.7
1265,SP,SP,293,0.7
1651,SP,SP,29,0.7
1904,SP,BA,1915,0.7
1094,SP,BA,1915,0.7
1045,SP,BA,1915,0.7
2644,RS,PR,519,0.75
2838,RS,PR,519,0.75
3032,RS,PR,519,0.75
3170,RS,PR,519,0.75
1827,SP,MG,948,0.8
1506,SP,MG,948,0.8
1382,SP,MG,948,0.8
289,SP,MG,948,0.8
1764,SP,SP,41,0.8
1751,SP,SP,41,0.8
2062,SP,MA,2931,0.8
2208,SP,PA,2816,0.8
905,DF,PA,1395,0.8
874,DF,PA,1395,0.8
792,DF,PA,1395,0.8
710,DF,PA,1395,0.8
172,DF,PA,1395,0.8
1500,RS,SP,1154,0.8
1377,RS,SP,1154,0.8
2577,SP,RJ,554,0.805
2583,SP,RJ,554,0.805
2771,SP,RJ,554,0.805
2777,SP,RJ,554,0.805
2965,SP,RJ,554,0.805
2971,SP,RJ,554,0.805
1945,SP,RJ,554,0.805
1932,SP,RJ,554,0.805
2441,SP,PA,2083,0.82
2578,SP,MG,725,0.898
2772,SP,MG,725,0.898
2966,SP,MG,725,0.898
1943,SP,MG,725,0.898
2432,SP,SP,18,0.939
1482,SP,SP,41,0.94
1481,SP,SP,41,0.94
1432,SP,SP,41,0.94
1431,SP,SP,41,0.94
1359,SP,SP,41,0.94
1780,RS,SP,950,1
904,DF,BA,890,1
873,DF,BA,890,1
791,DF,BA,890,1
709,DF,BA,890,1
557,PE,BA,757,1
1498,SP,MG,618,1
1375,SP,MG,618,1
233,SC,SP,592,1
2081,SP,PR,544,1
563,PR,SP,540,1
2240,SP,RJ,386,1
2646,PR,PR,345,1
2840,PR,PR,345,1
3034,PR,PR,345,1
3172,PR,PR,345,1
607,SP,SP,276,1
2639,PR,PR,247,1
2833,PR,PR,247,1
3027,PR,PR,247,1
3165,PR,PR,247,1
2271,SP,SP,161,1
590,MG,MG,77,1
2434,SP,SP,71,1
2651,SP,SP,60,1
2845,SP,SP,60,1
3039,SP,SP,60,1
3177,SP,SP,60,1
2173,SP,SP,41,1
2429,SP,SP,29,1
2303,SP,SP,28,1
2319,SP,SP,19,1
2322,SP,SP,19,1
243,SP,RN,2762,1
2196,SP,PA,2326,1
574,MG,MG,791,1.2
525,MG,SP,562,1.2
1567,MG,MG,279,1.2
1629,SP,SP,125,1.2
204,SP,SP,25,1.2
1884,BA,RJ,1395,1.2
1909,SP,DF,940,1.3
326,SP,PR,456,1.3
325,SP,PR,456,1.3
2604,SP,SP,85,1.3
2798,SP,SP,85,1.3
2992,SP,SP,85,1.3
2616,SP,MG,1016,1.3
2810,SP,MG,1016,1.3
3004,SP,MG,1016,1.3
2580,SP,TO,1675,1.4
2774,SP,TO,1675,1.4
2968,SP,TO,1675,1.4
1940,SP,TO,1675,1.4
150,GO,SP,925,1.5
133,GO,SP,925,1.5
1569,SC,RS,596,1.5
573,SC,RS,596,1.5
822,SP,MG,581,1.5
740,SP,MG,581,1.5
658,SP,MG,581,1.5
2084,MG,SP,554,1.5
901,PR,PR,440,1.5
870,PR,PR,440,1.5
788,PR,PR,440,1.5
706,PR,PR,440,1.5
910,SP,SP,434,1.5
879,SP,SP,434,1.5
797,SP,SP,434,1.5
715,SP,SP,434,1.5
152,SP,PR,404,1.5
135,SP,PR,404,1.5
445,SP,SP,97,1.5
1634,SP,SP,69,1.5
1274,SP,SP,69,1.5
231,SP,SP,69,1.5
228,SP,SP,69,1.5
2649,SP,SP,40,1.5
2843,SP,SP,40,1.5
3037,SP,SP,40,1.5
3175,SP,SP,40,1.5
2628,SP,SP,39,1.5
2638,SP,SP,39,1.5
2822,SP,SP,39,1.5
2832,SP,SP,39,1.5
3016,SP,SP,39,1.5
3026,SP,SP,39,1.5
3164,SP,SP,39,1.5
1854,SP,SP,39,1.5
1581,SP,SP,39,1.5
294,MG,MG,36,1.5
1635,SP,SP,35,1.5
1271,SP,SP,35,1.5
226,SP,SP,35,1.5
296,SP,SP,28,1.5
245,SP,SP,28,1.5
2241,SP,SP,18,1.5
2243,SP,SP,18,1.5
2083,SP,MA,2945,1.5
2246,SP,BA,1872,1.5
2170,SP,BA,1249,1.5
277,SC,MS,1211,1.5
2643,SP,GO,1044,1.5
2837,SP,GO,1044,1.5
3031,SP,GO,1044,1.5
3169,SP,GO,1044,1.5
579,SC,SP,885,1.6
2269,RS,RS,127,1.6
2470,RJ,RJ,80,1.6
2485,RJ,RJ,64,1.6
1627,RJ,RJ,64,1.6
2531,SP,SP,54,1.6
1637,SP,SP,54,1.6
1258,SP,SP,54,1.6
593,SP,SP,54,1.6
221,SP,SP,54,1.6
2260,SP,SP,40,1.6
1649,SP,SP,40,1.6
1272,SP,SP,40,1.6
250,SP,SP,40,1.6
248,SP,SP,40,1.6
2224,RJ,RJ,22,1.6
1638,SP,SP,21,1.6
1630,SP,SP,21,1.6
1262,SP,SP,21,1.6
1253,SP,SP,21,1.6
220,SP,SP,21,1.6
497,SP,BA,1926,1.6
2619,SP,SP,145,1.7
2813,SP,SP,145,1.7
3007,SP,SP,145,1.7
2587,SP,SP,118,1.7
2781,SP,SP,118,1.7
2975,SP,SP,118,1.7
1931,SP,SP,118,1.7
595,SP,SP,40,1.7
257,SP,SP,18,1.7
2661,MG,ES,1.026,1.7
2855,MG,ES,1.026,1.7
3049,MG,ES,1.026,1.7
3187,MG,ES,1.026,1.7
608,MG,SP,903,2
2317,MG,MG,592,2
506,MG,SP,561,2
1891,SP,RJ,452,2
313,GO,GO,280,2
1803,SP,SP,23,2
2065,SP,SP,18,2
2546,SP,SP,18,2
1985,SP,SP,18,2
615,SP,SP,18,2
320,PI,SP,2982,2
565,SC,BA,2724,2
215,SC,BA,2724,2
808,SP,BA,1936,2
726,SP,BA,1936,2
644,SP,BA,1936,2
638,SP,BA,1936,2
632,SP,BA,1936,2
