,link,origem,destino,data_coleta,data_entrega,distancia,peso,caminhoes,pagina
221,"https://www.truckpad.com.br/fretes/carga-de-go/para-go/veiculo-bi-truck,carreta-toco,truck,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7ihm15ykri8rmm2c8n5rsni8g",GO - Catalão,GO - Silvânia,--,--,209 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",17
220,"https://www.truckpad.com.br/fretes/carga-de-to/para-ma/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/a0vvekxwuofoq12cfuu6pkpos",TO - Guaraí,MA - São Luís,--,--,1.057 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",18
219,https://www.truckpad.com.br/fretes/carga-de-sp/para-sc/veiculo-truck/carroceria-aberto-grade-baixa/carga-completa/empresa-manetoni-solucoes-em-aco/b02ua27ahimx9dlbo2cc0cdpx,SP - Piracicaba,SC - Jaraguá do Sul,03/10,03/10,791 km,"12,1 Ton",['Truck'],19
218,https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-truck/carroceria-aberto-grade-baixa/carga-completa/empresa-manetoni-solucoes-em-aco/98vg0o5hdis7jw5psud7seewk,SP - Piracicaba,PR - Maringá,03/10,03/10,540 km,"14,0 Ton",['Truck'],1
217,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-manetoni-solucoes-em-aco/4mpmfec2qchyftkogizlx3ep0",SP - Piracicaba,SP - Tupã,03/10,03/10,365 km,"30,1 Ton",['Carreta LS Trucada'],2
216,https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco/carroceria-aberto-grade-baixa/carga-completa/empresa-manetoni-solucoes-em-aco/5g41hzi9e4c33gt6j0lj1d3og,SP - Piracicaba,SP - Araçatuba,03/10,03/10,378 km,"11,6 Ton",['Toco'],3
215,https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco/carroceria-aberto-grade-baixa/carga-completa/empresa-manetoni-solucoes-em-aco/e4i2mjssyo3hqo41bmj5iz81u,SP - Piracicaba,SP - São José do Rio Preto,02/10,02/10,303 km,"7,5 Ton",['Toco'],4
214,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-manetoni-solucoes-em-aco/bze9wfnil7k6auj8tr14zeftk",SP - Piracicaba,SP - Araçatuba,02/10,02/10,466 km,"7,5 Ton",['Truck'],5
213,"https://www.truckpad.com.br/fretes/carga-de-sp/para-ms/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-manetoni-solucoes-em-aco/dj8q3vt852g0hoffpadj9xca1",SP - Piracicaba,MS - Paranaíba,02/10,02/10,562 km,"32,1 Ton",['Carreta LS Trucada'],6
212,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-manetoni-solucoes-em-aco/9bimk16kr1bl0st3yz606u5z3",SP - Piracicaba,SP - Catanduva,02/10,02/10,248 km,"14,2 Ton",['Truck'],7
211,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-manetoni-solucoes-em-aco/222sdxyowcu3j040qt1esib7m",SP - Piracicaba,SP - São Paulo,02/10,02/10,155 km,"12,1 Ton",['Truck'],8
210,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-toco-3-4/carroceria-bau,sider/carga-completa/empresa-alta-loma-transportes-e-armazenagem-ltda/60139p7a09dvk9crujpvn4ghb",SP - São Paulo,SP - São Caetano do Sul,03/10,03/10,10 km,"5,5 Ton",['Toco 3/4'],9
209,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rj/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/8lxl1t96v3mds4uw2khferhil",SP - Guarulhos,RJ - Valença,02/10,02/10,387 km,"10,1 Ton",['Carreta Toco'],10
208,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/12tsbup8xyqi6tdabbo7gite6",PR - Guarapuava,PR - Paranaguá,--,--,344 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",11
207,"https://www.truckpad.com.br/fretes/carga-de-mg/para-ms/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/8g3175txiu2xoytohg4b7kt5q",MG - Uberaba,MS - Paranaíba,--,--,382 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",12
206,"https://www.truckpad.com.br/fretes/carga-de-ba/para-to/veiculo-bi-truck,carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/3h2cjco9i0zfptwmub0pw666l",BA - São Desidério,TO - Porto Nacional,--,--,573 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",13
205,"https://www.truckpad.com.br/fretes/carga-de-mt/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7jfkom5smg9tjcblkyz65f025",MT - Barra do Garças,PR - Paranaguá,--,--,1.543 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",14
204,"https://www.truckpad.com.br/fretes/carga-de-ba/para-ba/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/8r6v6vcol0q1759nb7m7ptevv",BA - Correntina,BA - Salvador,--,--,915 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",15
203,"https://www.truckpad.com.br/fretes/carga-de-mg/para-mg/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7jizr9hzv84axrx0k983spmf6",MG - Uberaba,MG - Uberlândia,--,--,106 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",16
202,"https://www.truckpad.com.br/fretes/carga-de-al/para-sp/veiculo-bi-truck,toco,truck,toco-3-4/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-complemento/empresa-fs4-logistica-transportes-eireli/5rk5i42iuysvffuwsokwo8q2h",AL - Maceió,SP - Guarulhos,29/09,29/09,2.384 km,54 kg,"['Bi-Truck', 'Toco', 'Truck', 'Toco 3/4']",17
201,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/8rlho72yhhhw7ovbag4y2ifqv",SP - Itupeva,SP - São José do Rio Preto,04/10,04/10,443 km,"7,9 Ton",['Truck'],18
200,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/8w5phppzkptrluxr72ltt3ynx",SP - Vargem Grande do Sul,SP - Diadema,02/10,02/10,248 km,"8,5 Ton",['Carreta Toco'],19
199,"https://www.truckpad.com.br/fretes/carga-de-mt/para-pr/veiculo-bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/acu9xxp7yigy6fkjk2enu3pni",MT - Itiquira,PR - Londrina,--,--,1.038 km,A combinar,"['Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",1
198,"https://www.truckpad.com.br/fretes/carga-de-go/para-mg/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/48dcpjbn88npxk57ergu29ld5",GO - Montividiu,MG - Uberlândia,--,--,392 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",2
197,"https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/3qgi84vl96vzcajhunlcvboqq",SP - Vargem Grande do Sul,PR - Curitiba,02/10,02/10,590 km,"8,5 Ton",['Carreta Toco'],3
196,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/9vjrfskfrl27pawwr57qybgkc",SP - Guapiara,SP - Narandiba,--,--,475 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada']",4
195,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/123ycyueeycplbt3r7pmko3yu",PR - Mamborê,PR - Maringá,--,--,122 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",5
194,"https://www.truckpad.com.br/fretes/carga-de-go/para-go/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7715llk80c4u6qwhhu6upoy0j",GO - Jandaia,GO - Quirinópolis,--,--,199 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",6
193,"https://www.truckpad.com.br/fretes/carga-de-ms/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/1sb56mgzi6osfh98yk5e1vz0d",MS - Amambaí,PR - Sarandi,--,--,451 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",7
192,"https://www.truckpad.com.br/fretes/carga-de-go/para-mg/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/5ct4e82q6r3fh297igyrv9m1e",GO - Rio Verde,MG - Uberlândia,--,--,344 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",8
191,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/9d68si5gp0sx2so34pxuobi1e",SP - Tanabi,SP - São José do Rio Preto,--,--,42 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",9
190,"https://www.truckpad.com.br/fretes/carga-de-rs/para-rs/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/cu0m364cdmyvtw1pybn3vjydf",RS - Palmeira das Missões,RS - Cruz Alta,--,--,96 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",10
189,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-carreta-toco,truck,bitrem,carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/6fpx1ghmeu9idcd7vvk1jne4f",PR - Primeiro de Maio,PR - Londrina,--,--,68 km,A combinar,"['Carreta Toco', 'Truck', 'Bitrem', 'Carreta LS Trucada']",11
188,"https://www.truckpad.com.br/fretes/carga-de-go/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7y32dil7wifikl9f4grq2vg4a",GO - Jataí,SP - Amparo,--,--,1.016 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",12
187,"https://www.truckpad.com.br/fretes/carga-de-ba/para-ba/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/cdftwzch8zeynlr1suk610j8r",BA - São Desidério,BA - Salvador,--,--,866 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",13
186,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/4531sjrgtw45xrqpo193qk84c",PR - Planalto,PR - Paranaguá,--,--,642 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",14
185,"https://www.truckpad.com.br/fretes/carga-de-ms/para-rs/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/dkqukjxeszukbwodvk0tl4b11",MS - Tacuru,RS - Nova Bassano,--,--,916 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",15
184,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/5yfyczi8kykscnkpq9ytuphkc",SP - Paulínia,SP - Mendonça,--,--,346 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",16
183,"https://www.truckpad.com.br/fretes/carga-de-mt/para-pr/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/5qcexwja6yex9nx6wp67fpr5z",MT - Primavera do Leste,PR - Paranaguá,--,--,1.727 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada']",17
182,"https://www.truckpad.com.br/fretes/carga-de-ms/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7stfppn034ocb5l8v4wlo30mt",MS - Rio Brilhante,PR - Céu Azul,--,--,480 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",18
181,"https://www.truckpad.com.br/fretes/carga-de-ms/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/d10qcbaaq0q1674zy0jfgi6xg",MS - Aral Moreira,PR - Santa Helena,--,--,374 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",19
180,"https://www.truckpad.com.br/fretes/carga-de-ms/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/74go2ypmiucvd55ts455vltk1",MS - Ponta Porã,PR - Sarandi,--,--,518 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",1
179,"https://www.truckpad.com.br/fretes/carga-de-go/para-go/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/2hc7xs3wl0wqq8pil722k98b1",GO - Morrinhos,GO - Itumbiara,--,--,87 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",2
178,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/a7tmtnwr4kj803shhfxnxlyqb",PR - Manoel Ribas,PR - Ponta Grossa,--,--,220 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",3
177,"https://www.truckpad.com.br/fretes/carga-de-ma/para-ma/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/55n0uterda0tvl3jjx25dwpcr",MA - Alto Parnaíba,MA - Porto Franco,--,--,499 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",4
176,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/9cl2uivlah143hi68bpofzezo",PR - Bom Sucesso do Sul,PR - Paranaguá,--,--,539 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",5
175,"https://www.truckpad.com.br/fretes/carga-de-rs/para-rs/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/es7w9vrbii6mvulu7zxm47zlo",RS - Porto Alegre,RS - Não-Me-Toque,--,--,277 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",6
174,"https://www.truckpad.com.br/fretes/carga-de-go/para-go/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/azmx5vo58gfn5pm5lpy23fwcz",GO - Catalão,GO - Luziânia,--,--,183 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",7
173,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/3bf3x5s3wsl2m6tj0uuy7teu7",PR - Maringá,PR - Castro,--,--,315 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",8
172,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-carreta-toco,bitrem,carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/97okk9lefopkam4e5cd1caf15",PR - Andirá,PR - Piraí do Sul,--,--,210 km,A combinar,"['Carreta Toco', 'Bitrem', 'Carreta LS Trucada']",9
171,"https://www.truckpad.com.br/fretes/carga-de-ms/para-sc/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/97ot4q3tmp4elxmjn3ot2jpxh",MS - Naviraí,SC - Concórdia,--,--,675 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",10
170,"https://www.truckpad.com.br/fretes/carga-de-go/para-sc/veiculo-bi-truck,carreta-toco,truck,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/eaq1us56me6l14q4a1oc35xtm",GO - Campo Alegre de Goiás,SC - Imbituba,--,--,1.449 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",11
169,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/dtbdki5fdlc05mpex6a1uugyd",PR - Guarapuava,PR - Paranaguá,--,--,344 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",12
168,"https://www.truckpad.com.br/fretes/carga-de-ms/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/1tbvexm2j0jaarfra5eu1io3k",MS - Antônio João,PR - Maringá,--,--,573 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",13
167,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/p34hj6sfmacaia4l1sk3u4mn",PR - Guarapuava,PR - Araucária,--,--,290 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",14
166,"https://www.truckpad.com.br/fretes/carga-de-rs/para-rs/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/ewlecgv7no7x88vtlrgv4ocjb",RS - Não-Me-Toque,RS - Rio Grande,--,--,550 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",15
165,"https://www.truckpad.com.br/fretes/carga-de-ms/para-rs/veiculo-bi-truck,carreta-toco,truck,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/346g9zibw5f5f4l21zpv9lxsc",MS - Dourados,RS - Garibaldi,--,--,1.089 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",16
164,"https://www.truckpad.com.br/fretes/carga-de-mt/para-mt/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/d7n1ufpn3ub7vfccl75nwxw22",MT - São José do Rio Claro,MT - Lucas do Rio Verde,--,--,206 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",17
163,"https://www.truckpad.com.br/fretes/carga-de-mg/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/da5zgoqq6mbh6vjytx2xv1hym",MG - Uberaba,SP - Suzanápolis,--,--,414 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",18
162,"https://www.truckpad.com.br/fretes/carga-de-ba/para-ba/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/2f7u9uv69x878a8gfjlza29gw",BA - Riachão das Neves,BA - Feira de Santana,--,--,790 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",19
