,link,origem,destino,data_coleta,data_entrega,distancia,peso,caminhoes,pagina
1096,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,truck,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-complemento/empresa-overdrive-comercial/7nfnp2aomks5tn7a3xj2ssruk",SP - Jaboticabal,SP - São Paulo,04/10,04/10,357 km,"12,0 Ton","['Bi-Truck', 'Carreta Toco', 'Truck', 'Carreta LS Trucada']",11
1097,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-2f-express-multimodal-ltda/3abvhe89le42m6ht6r9d1ysv3",SP - Regente Feijó,SP - Guarulhos,04/10,04/10,553 km,"23,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",12
1098,"https://www.truckpad.com.br/fretes/carga-de-mt/para-pa/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau/carga-completa/empresa-plasmel/a9ie2mv0k6nrjkh6uf771qpzo",MT - Cuiabá,PA - Castanhal,04/10,04/10,2.486 km,"21,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",13
1099,"https://www.truckpad.com.br/fretes/carga-de-ba/para-ba/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/do1rohrz13ru0am2cgzzfs6ma",BA - Correntina,BA - Salvador,--,--,915 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",14
1100,"https://www.truckpad.com.br/fretes/carga-de-sp/para-es/veiculo-toco,truck/carroceria-bau/carga-completa/empresa-claro-transportes-e-logistica-ltda/90ebgjidi72ckc5h6wl0t8zqh",SP - São Paulo,ES - Serra,05/10,05/10,892 km,"2,5 Ton","['Toco', 'Truck']",15
1101,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/ey8c5r0ohnizq6ph9p4ziuc4y",PR - Manoel Ribas,PR - Ponta Grossa,--,--,220 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",16
1102,"https://www.truckpad.com.br/fretes/carga-de-ms/para-rs/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/a8tz0p2u8ydum1o7ue009vdso",MS - Dourados,RS - Três Passos,--,--,776 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",17
1103,"https://www.truckpad.com.br/fretes/carga-de-go/para-go/veiculo-bi-truck,carreta-toco,truck,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/dbrakxf5ilc3akqnls6zjfr3r",GO - Catalão,GO - Catalão,--,--,0 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",18
1104,"https://www.truckpad.com.br/fretes/carga-de-mg/para-mg/veiculo-bi-truck,truck/carroceria-graneleiro-grade-alta,bau/carga-completa/empresa-soma-alimentos/c2sxsnwskuhd3yw3o134mie08",MG - Rio Pomba,MG - Contagem,03/10,03/10,245 km,"13,9 Ton","['Bi-Truck', 'Truck']",19
1105,"https://www.truckpad.com.br/fretes/carga-de-rs/para-sp/veiculo-carreta-toco,toco,truck,toco-3-4/carroceria-aberto-grade-baixa,bau,sider,munck/carga-agregamento/empresa-domestico-auto-pecas/d4olp58im9k6y2ceiwxun1w23",RS - Canoas,SP - Ribeirão Pires,05/10,05/10,1.114 km,300 kg,"['Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",1
1106,"https://www.truckpad.com.br/fretes/carga-de-ba/para-pe/veiculo-carreta-toco/carroceria-bau,sider/carga-completa/empresa-klf-transportes/7k8uflhfq649fuh8tfbd0kkbk",BA - Simões Filho,PE - Cabo de Santo Agostinho,03/10,03/10,745 km,"12,0 Ton",['Carreta Toco'],2
1107,"https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-klf-transportes/b05ahh7nyvhcap43n08vbkxz7",PR - Curitiba,SP - Suzano,03/10,03/10,441 km,"12,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",3
1108,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-vuc-hr,toco-3-4/carroceria-aberto-grade-baixa/carga-completa/empresa-2f-express-multimodal-ltda/c6v5uqpnts3iob61rqv33icuv",SP - Guarulhos,MG - Belo Vale,04/10,04/10,545 km,600 kg,"['VUC / HR', 'Toco 3/4']",4
1109,"https://www.truckpad.com.br/fretes/carga-de-sp/para-ba/veiculo-bi-truck,truck/carroceria-bau/carga-completa/empresa-jair-lima/9ckiyrcg3w2z29jm2zubomn42",SP - Jandira,BA - Lauro de Freitas,04/10,04/10,1.956 km,"10,0 Ton","['Bi-Truck', 'Truck']",5
1110,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/ec26smuleud9lo70ss6tpokvl",SP - Santana de Parnaíba,SP - Novo Horizonte,--,--,388 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",6
1111,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,carreta-ls-trucada/carroceria-sider/carga-completa/empresa-segura-transportes-e-logistica-s-a/1ryq6dftkjegn37aq6high0iv",SP - Cajamar,SP - Mauá,08/10,08/10,66 km,"15,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",7
1112,"https://www.truckpad.com.br/fretes/carga-de-rs/para-rs/veiculo-toco,vuc-hr,van,utilitario/carroceria-aberto-grade-baixa,bau,sider/carga-complemento/empresa-lani-transportes-e-logistica/1ajae1a0d05chsalyoqs5ppeb",RS - Porto Alegre,RS - Gramado,04/10,04/10,105 km,85 kg,"['Toco', 'VUC / HR', 'Van', 'Utilitário']",8
1113,https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-vuc-hr/carroceria-aberto-grade-baixa/carga-completa/empresa-transportadora-q4-ltda/8tynqco1cgw6uyke8xu2cyjl,SP - Campinas,SP - Campinas,04/10,04/10,9 km,100 kg,['VUC / HR'],9
1114,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/5xhl4okg0sez3suxyenwlsfz0",SP - Saltinho,SP - Guaíra,--,--,332 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",10
1115,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/1x2edsvipi5ebsfbgnd4lbkc5",SP - Guapiara,SP - Martinópolis,--,--,434 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",11
1116,https://www.truckpad.com.br/fretes/carga-de-pr/para-sc/veiculo-carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/ar1tcqh3qsmcma5igha3bgike,PR - Guarapuava,SC - São Francisco do Sul,--,--,403 km,A combinar,['Carreta LS Trucada'],12
1117,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/dzx0klw27l14jxy4bj62gg07w",PR - Floraí,PR - Castro,--,--,361 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",13
1118,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-carreta-toco,carreta-ls-trucada/carroceria-bau,sider/carga-completa/empresa-mvc-transporte-e-logistica-ltda/ctsr6twbfx5lva2r63fui92uu",SP - Guarulhos,MG - Belo Horizonte,04/10,04/10,570 km,"9,0 Ton","['Carreta Toco', 'Carreta LS Trucada']",14
1119,"https://www.truckpad.com.br/fretes/carga-de-mg/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/a4bw3c5rm3yw3ry6l3us2rn09",MG - Uberaba,SP - Palmares Paulista,--,--,217 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",15
1120,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/co43pdjcfhp6mjqd5s28isq3j",PR - Luiziana,PR - Paranaguá,--,--,520 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)']",16
1121,"https://www.truckpad.com.br/fretes/carga-de-mg/para-sp/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/e5nj99wvf7sqc0uqo7ave5fln",MG - Uberaba,SP - Novais,--,--,221 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",17
1122,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-toco,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/26bb226c50rc82ac3wmpr9bxh",SP - Suzanápolis,SP - Guarujá,--,--,707 km,A combinar,"['Carreta Toco', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",18
1123,"https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-vuc-hr/carroceria-aberto-grade-baixa,sider/carga-complemento/empresa-vicentlog-transportes-armazenagem/8eo595xeggmo657acul8u1c8m",SP - Embu,MG - Montes Claros,04/10,04/10,1.010 km,160 kg,['VUC / HR'],19
1124,"https://www.truckpad.com.br/fretes/carga-de-go/para-pr/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/dyesenxy1i0begjyqix20yfiq",GO - Niquelândia,PR - Maringá,--,--,1.276 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",1
1125,"https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-toco,truck,toco-3-4/carroceria-bau,sider/carga-complemento/empresa-america-do-sul-mudancas-e-transportes-ltda-me/f0t3ybn887bs7unzvr643g0eb",PR - Curitiba,SP - Taubaté,04/10,04/10,531 km,100 kg,"['Toco', 'Truck', 'Toco 3/4']",2
1126,"https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-carreta-toco,bitrem,carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/8jfa1rkdm4l5jeuh59kr8r0e5",PR - Assis Chateaubriand,PR - Maringá,--,--,233 km,A combinar,"['Carreta Toco', 'Bitrem', 'Carreta LS Trucada']",3
1127,"https://www.truckpad.com.br/fretes/carga-de-go/para-mg/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/vuybd9lsvr093tjji4e61xyf",GO - Silvânia,MG - Uberaba,--,--,420 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",4
1128,https://www.truckpad.com.br/fretes/carga-de-sp/para-mg/veiculo-vuc-hr/carroceria-bau/carga-completa/empresa-real-gravel-distribuicao-e-logistica-ltda/b6plihspbuufk48tobzsy6izd,SP - São José dos Campos,MG - Urucânia,03/10,03/10,634 km,648 kg,['VUC / HR'],5
1129,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bitrem/carroceria-florestal/carga-completa/empresa-klabin/60e0hmup919vl36b916tq1du2,PR - Inácio Martins,PR - Ortigueira,04/10,04/10,238 km,"37,0 Ton",['Bitrem'],6
1130,"https://www.truckpad.com.br/fretes/carga-de-go/para-go/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/7cnbncv0k737ivrtk9qef81wl",GO - Catalão,GO - Montividiu,--,--,464 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",7
1131,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-truck/carroceria-aberto-grade-baixa,graneleiro-grade-alta/carga-completa/empresa-arcelor-mittal-brasil/cy5tjo1csbthy4y1uft8mpw80",SP - Rio das Pedras,SP - São Paulo,04/10,04/10,167 km,"24,0 Ton",['Truck'],8
1132,"https://www.truckpad.com.br/fretes/carga-de-ba/para-ba/veiculo-carreta-toco/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-targetlog/25m3xlktbw3osnv0o0yzp0zg0",BA - Manoel Vitorino,BA - Casa Nova,08/10,08/10,711 km,"25,0 Ton",['Carreta Toco'],9
1133,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bitrem/carroceria-florestal/carga-completa/empresa-klabin/3whvnfx898688pknonp53r5b3,PR - Inácio Martins,PR - Ortigueira,04/10,04/10,238 km,"37,0 Ton",['Bitrem'],10
1134,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bitrem/carroceria-florestal/carga-completa/empresa-klabin/7m2vbn48lbv53z54zevdmur9w,PR - Castro,PR - Ortigueira,04/10,04/10,162 km,"37,0 Ton",['Bitrem'],11
1135,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-bitrem/carroceria-florestal/carga-completa/empresa-klabin/77rumyizt5riqx91he21q15aa,PR - Palmeira,PR - Ortigueira,04/10,04/10,185 km,"37,0 Ton",['Bitrem'],12
1136,"https://www.truckpad.com.br/fretes/carga-de-mt/para-pr/veiculo-carreta-toco,bitrem,carreta-ls-trucada/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/2p4k2h8ml065v6rkh95fjukaj",MT - Querência,PR - Paranaguá,--,--,1.983 km,A combinar,"['Carreta Toco', 'Bitrem', 'Carreta LS Trucada']",13
1137,https://www.truckpad.com.br/fretes/carga-de-rs/para-sp/veiculo-truck/carroceria-bau/carga-completa/empresa-brazil-lines-mudancas/8i067c7tf8cptw52dvz92bb4q,RS - Sapucaia do Sul,SP - Barueri,06/10,06/10,1.068 km,"4,0 Ton",['Truck'],14
1138,https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/bneycf25on5objwekbbxw1oku,SP - Jacareí,SP - Araraquara,09/10,09/10,320 km,"35,0 Ton",['Só Cavalo Mecânico LS'],15
1139,https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/1le3nrblr0af5n9smiqor4zma,SP - Macatuba,PR - Curitiba,09/10,09/10,452 km,"35,0 Ton",['Só Cavalo Mecânico LS'],16
1140,https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/5jhwq9drs3ir5h3x0vipysnuv,SP - Guaraci,PR - Curitiba,09/10,09/10,718 km,"35,0 Ton",['Só Cavalo Mecânico LS'],17
1141,https://www.truckpad.com.br/fretes/carga-de-sp/para-pr/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/8fs2ydf1qie504dxkwqc5dmlf,SP - Colina,PR - Curitiba,09/10,09/10,668 km,"35,0 Ton",['Só Cavalo Mecânico LS'],18
1142,https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/ad4e75y5fg9ftw09mqrwu5ipi,PR - Ponta Grossa,SP - Osasco,09/10,09/10,493 km,"35,0 Ton",['Só Cavalo Mecânico LS'],19
1143,"https://www.truckpad.com.br/fretes/carga-de-sp/para-ma/veiculo-carreta-toco,toco,truck,toco-3-4/carroceria-aberto-grade-baixa,graneleiro-grade-alta,bau,sider/carga-complemento/empresa-radar-transportes-ltda/7jplrmcuezjgnzg80u2eiinhf",SP - Guarulhos,MA - São Luís,03/10,03/10,2.931 km,800 kg,"['Carreta Toco', 'Toco', 'Truck', 'Toco 3/4']",1
1144,https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/9jo67pfhzqheigv6gjiq3pema,PR - Arapoti,SP - Osasco,09/10,09/10,395 km,"35,0 Ton",['Só Cavalo Mecânico LS'],2
1145,"https://www.truckpad.com.br/fretes/carga-de-mg/para-mg/veiculo-bi-truck,carreta-toco,truck,rodotrem,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/6z7sdu7rg4ng04fntwuaamvug",MG - Buritis,MG - Pirapora,--,--,430 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Rodotrem', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",3
1146,https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-van/carroceria-bau/carga-completa/empresa-louvor-transportes/aivcnz19v1785a7e6kml5qril,SP - Guarulhos,SP - São Paulo,08/10,08/10,18 km,"2,0 Ton",['Van'],4
1147,https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/em93kvmfu0mecx20rqg8l8tmq,PR - Arapoti,SP - Jundiaí,09/10,09/10,398 km,"35,0 Ton",['Só Cavalo Mecânico LS'],5
1148,https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/a7n7yfrhks6seuckl1dwk0nks,PR - Arapoti,SP - Araras,09/10,09/10,393 km,"35,0 Ton",['Só Cavalo Mecânico LS'],6
1149,"https://www.truckpad.com.br/fretes/carga-de-sp/para-rs/veiculo-carreta-toco,toco,truck/carroceria-bau,sider/carga-complemento/empresa-fs4-logistica-transportes-eireli/57fp5wzz3pwgzm091jw8zvses",SP - Guarulhos,RS - Bagé,03/10,03/10,1.460 km,510 kg,"['Carreta Toco', 'Toco', 'Truck']",7
1150,https://www.truckpad.com.br/fretes/carga-de-pr/para-sc/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/bsfjnzimdreu0fla6ns2379qx,PR - Ponta Grossa,SC - Blumenau,09/10,09/10,321 km,"35,0 Ton",['Só Cavalo Mecânico LS'],8
1151,https://www.truckpad.com.br/fretes/carga-de-pr/para-rs/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/3n94q3onw63yw00v0hmo5ca1k,PR - Ponta Grossa,RS - Ivoti,09/10,09/10,675 km,"35,0 Ton",['Só Cavalo Mecânico LS'],9
1152,https://www.truckpad.com.br/fretes/carga-de-pr/para-sp/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/7bb9q1si25fkx5s2y7z1b9cba,PR - Ponta Grossa,SP - Jacareí,09/10,09/10,587 km,"35,0 Ton",['Só Cavalo Mecânico LS'],10
1153,"https://www.truckpad.com.br/fretes/carga-de-ma/para-ma/veiculo-bi-truck,carreta-toco,truck,bitrem,bitrenzao-9-eixos,carreta-ls-trucada,tritrem/carroceria-graneleiro-grade-alta/carga-completa/empresa-sotran/8m2ll8rrbew4ujbu17v7tzvbe",MA - Balsas,MA - São Luís,--,--,753 km,A combinar,"['Bi-Truck', 'Carreta Toco', 'Truck', 'Bitrem', 'Bitrenzão (9 Eixos)', 'Carreta LS Trucada', 'Tritrem']",11
1154,https://www.truckpad.com.br/fretes/carga-de-pr/para-sc/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/e75a2h7c62qym955zcrwxgcit,PR - Ponta Grossa,SC - Antônio Carlos,09/10,09/10,405 km,"35,0 Ton",['Só Cavalo Mecânico LS'],12
1155,"https://www.truckpad.com.br/fretes/carga-de-sp/para-sp/veiculo-carreta-ls-trucada/carroceria-aberto-grade-baixa,graneleiro-grade-alta,sider/carga-completa/empresa-transportes-govezzi-ltda/18ng4gnk5b5hb8jw3gnfqveiv",SP - Caçapava,SP - São Paulo,03/10,03/10,113 km,"32,0 Ton",['Carreta LS Trucada'],13
1156,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/8y1wgj1f49k4j3x398yzfrvuo,PR - Ponta Grossa,PR - São José dos Pinhais,09/10,09/10,138 km,"35,0 Ton",['Só Cavalo Mecânico LS'],14
1157,https://www.truckpad.com.br/fretes/carga-de-pr/para-pr/veiculo-so-cavalo-mecanico-ls/carroceria-apenas-cavalo/carga-agregamento/empresa-ritmo-logistica/elzwno4g366ev7i3f64ropb3v,PR - Ponta Grossa,PR - Araucária,09/10,09/10,107 km,"35,0 Ton",['Só Cavalo Mecânico LS'],15
